Pobreza binaria,POBREZA,,Ingresos,Nivel de Estudio alcanzado,Grupo de Edad,,4162
1,3,,"3,420.00",4,9,,
1,3,,"3,420.00",4,5,,
0,2,,"3,416.00",4,9,,
0,2,,"3,416.00",4,9,,
1,3,,"3,416.00",4,7,,
1,3,,"3,416.00",4,6,,
1,3,,"3,402.00",4,5,,
1,3,,"3,400.00",2,14,,
0,2,,"3,400.00",2,11,,
1,3,,"3,400.00",2,10,,
1,3,,"3,400.00",4,9,,
1,3,,"3,400.00",3,9,,
0,2,,"3,400.00",4,9,,
1,3,,"3,400.00",2,9,,
1,3,,"3,400.00",3,8,,
0,2,,"3,400.00",3,8,,
0,2,,"3,400.00",2,8,,
1,3,,"3,400.00",4,8,,
0,2,,"3,400.00",4,8,,
1,3,,"3,400.00",4,8,,
1,3,,"3,400.00",4,8,,
0,2,,"3,400.00",4,8,,
1,3,,"3,400.00",4,7,,
1,3,,"3,400.00",4,7,,
1,3,,"3,400.00",5,7,,
1,3,,"3,400.00",4,7,,
1,3,,"3,400.00",4,7,,
0,2,,"3,400.00",2,7,,
1,3,,"3,400.00",4,7,,
1,3,,"3,400.00",2,7,,
1,3,,"3,400.00",2,7,,
0,2,,"3,400.00",4,7,,
0,1,,"3,400.00",4,7,,
1,3,,"3,400.00",3,7,,
1,3,,"3,400.00",4,7,,
0,2,,"3,400.00",3,7,,
1,3,,"3,400.00",4,7,,
0,2,,"3,400.00",4,7,,
1,3,,"3,400.00",3,7,,
0,2,,"3,400.00",3,7,,
0,2,,"3,400.00",2,6,,
1,3,,"3,400.00",4,6,,
0,2,,"3,400.00",4,6,,
1,3,,"3,400.00",3,6,,
0,2,,"3,400.00",3,6,,
0,1,,"3,400.00",3,6,,
1,3,,"3,400.00",4,6,,
1,3,,"3,400.00",3,6,,
1,3,,"3,400.00",4,5,,
1,3,,"3,400.00",4,5,,
0,2,,"3,400.00",2,5,,
1,3,,"3,400.00",2,5,,
1,3,,"3,400.00",4,5,,
0,2,,"3,400.00",4,5,,
0,2,,"3,400.00",4,5,,
1,3,,"3,400.00",3,5,,
1,3,,"3,400.00",4,5,,
1,3,,"3,400.00",4,5,,
1,3,,"3,400.00",4,5,,
1,3,,"3,400.00",2,5,,
1,3,,"3,400.00",4,5,,
0,2,,"3,400.00",4,5,,
1,3,,"3,400.00",4,4,,
0,2,,"3,400.00",3,4,,
1,3,,"3,400.00",4,4,,
0,2,,"3,400.00",4,4,,
1,3,,"3,378.00",2,9,,
1,3,,"3,375.00",4,7,,
0,2,,"3,370.00",4,5,,
1,3,,"3,360.00",2,9,,
1,3,,"3,350.00",4,13,,
1,3,,"3,350.00",4,8,,
1,3,,"3,350.00",3,8,,
1,3,,"3,350.00",4,6,,
1,3,,"3,350.00",4,6,,
1,3,,"3,350.00",4,6,,
1,3,,"3,350.00",4,6,,
0,2,,"3,340.00",4,6,,
1,3,,"3,333.00",4,8,,
0,2,,"3,327.00",3,9,,
1,3,,"3,327.00",4,7,,
1,3,,"3,327.00",3,6,,
1,3,,"3,325.00",5,8,,
1,3,,"3,325.00",5,6,,
1,3,,"3,320.00",2,11,,
0,2,,"3,300.00",4,15,,
1,3,,"3,300.00",2,13,,
0,2,,"3,300.00",2,13,,
0,2,,"3,300.00",3,13,,
1,3,,"3,300.00",3,12,,
1,3,,"3,300.00",2,12,,
1,3,,"3,300.00",4,12,,
1,3,,"3,300.00",4,12,,
1,3,,"3,300.00",2,11,,
1,3,,"3,300.00",2,10,,
1,3,,"3,300.00",4,10,,
0,2,,"3,300.00",2,10,,
1,3,,"3,300.00",4,10,,
1,3,,"3,300.00",3,10,,
1,3,,"3,300.00",4,9,,
0,2,,"3,300.00",3,9,,
1,3,,"3,300.00",2,9,,
0,2,,"3,300.00",4,9,,
1,3,,"3,300.00",4,9,,
1,3,,"3,300.00",2,9,,
1,3,,"3,300.00",5,9,,
1,3,,"3,300.00",2,8,,
1,3,,"3,300.00",4,8,,
1,3,,"3,300.00",4,8,,
0,2,,"3,300.00",4,8,,
1,3,,"3,300.00",4,8,,
0,2,,"3,300.00",4,8,,
1,3,,"3,300.00",4,7,,
1,3,,"3,300.00",3,7,,
1,3,,"3,300.00",3,7,,
1,3,,"3,300.00",4,7,,
1,3,,"3,300.00",5,7,,
1,3,,"3,300.00",4,7,,
1,3,,"3,300.00",2,7,,
0,2,,"3,300.00",3,7,,
0,2,,"3,300.00",3,7,,
1,3,,"3,300.00",4,7,,
1,3,,"3,300.00",4,7,,
1,3,,"3,300.00",5,7,,
1,3,,"3,300.00",4,6,,
1,3,,"3,300.00",5,6,,
1,3,,"3,300.00",4,6,,
1,3,,"3,300.00",4,6,,
1,3,,"3,300.00",4,6,,
1,3,,"3,300.00",5,6,,
0,2,,"3,300.00",4,6,,
1,3,,"3,300.00",4,6,,
1,3,,"3,300.00",4,6,,
0,2,,"3,300.00",4,6,,
1,3,,"3,300.00",4,6,,
0,2,,"3,300.00",5,6,,
1,3,,"3,300.00",4,6,,
1,3,,"3,300.00",3,5,,
1,3,,"3,300.00",5,5,,
1,3,,"3,300.00",4,5,,
1,3,,"3,300.00",4,5,,
1,3,,"3,300.00",4,5,,
1,3,,"3,300.00",4,5,,
1,3,,"3,300.00",4,5,,
0,2,,"3,300.00",4,4,,
1,3,,"3,300.00",3,4,,
1,3,,"3,300.00",4,4,,
1,3,,"3,299.00",4,7,,
0,2,,"3,277.00",4,6,,
1,3,,"3,275.00",4,8,,
1,3,,"3,275.00",4,5,,
1,3,,"3,263.00",3,8,,
1,3,,"3,262.00",3,5,,
0,1,,"3,260.00",2,11,,
0,2,,"3,257.00",3,7,,
1,3,,"3,255.00",4,8,,
1,3,,"3,250.00",3,12,,
1,3,,"3,250.00",3,11,,
1,3,,"3,250.00",4,11,,
0,2,,"3,250.00",4,10,,
1,3,,"3,250.00",4,9,,
1,3,,"3,250.00",5,8,,
0,2,,"3,250.00",2,7,,
1,3,,"3,250.00",5,7,,
0,2,,"3,250.00",4,7,,
0,2,,"3,250.00",4,7,,
0,1,,"3,250.00",2,6,,
1,3,,"3,250.00",4,6,,
0,2,,"3,250.00",4,6,,
1,3,,"3,250.00",3,6,,
1,3,,"3,250.00",4,5,,
1,3,,"3,250.00",4,5,,
1,3,,"3,250.00",4,5,,
1,3,,"3,250.00",4,5,,
1,3,,"3,250.00",4,5,,
1,3,,"3,250.00",4,5,,
0,2,,"3,250.00",2,5,,
1,3,,"3,250.00",4,5,,
1,3,,"3,250.00",4,4,,
1,3,,"3,245.00",4,6,,
0,1,,"3,240.00",2,5,,
1,3,,"3,237.00",4,8,,
1,3,,"3,234.00",4,6,,
1,3,,"3,234.00",4,5,,
1,3,,"3,210.00",4,9,,
1,3,,"3,210.00",5,6,,
0,2,,"3,210.00",4,4,,
1,3,,"3,209.00",4,9,,
1,3,,"3,200.00",4,15,,
1,3,,"3,200.00",4,15,,
1,3,,"3,200.00",4,14,,
1,3,,"3,200.00",4,13,,
0,2,,"3,200.00",3,13,,
1,3,,"3,200.00",2,12,,
1,3,,"3,200.00",2,12,,
1,3,,"3,200.00",2,12,,
0,2,,"3,200.00",4,12,,
1,3,,"3,200.00",3,11,,
1,3,,"3,200.00",3,11,,
1,3,,"3,200.00",2,11,,
0,2,,"3,200.00",4,11,,
1,3,,"3,200.00",4,11,,
1,3,,"3,200.00",4,11,,
1,3,,"3,200.00",5,11,,
1,3,,"3,200.00",4,11,,
1,3,,"3,200.00",4,11,,
0,2,,"3,200.00",4,11,,
0,2,,"3,200.00",4,11,,
1,3,,"3,200.00",3,10,,
1,3,,"3,200.00",4,10,,
0,2,,"3,200.00",2,10,,
0,2,,"3,200.00",4,10,,
1,3,,"3,200.00",2,10,,
1,3,,"3,200.00",2,10,,
0,2,,"3,200.00",4,10,,
1,3,,"3,200.00",2,10,,
0,2,,"3,200.00",4,10,,
0,2,,"3,200.00",4,10,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",2,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",4,9,,
0,2,,"3,200.00",3,9,,
0,2,,"3,200.00",2,9,,
1,3,,"3,200.00",2,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",2,9,,
1,3,,"3,200.00",2,9,,
0,2,,"3,200.00",3,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",3,9,,
0,2,,"3,200.00",2,9,,
1,3,,"3,200.00",4,9,,
0,1,,"3,200.00",2,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",3,9,,
1,3,,"3,200.00",4,9,,
1,3,,"3,200.00",4,8,,
0,2,,"3,200.00",4,8,,
1,3,,"3,200.00",2,8,,
1,3,,"3,200.00",4,8,,
1,3,,"3,200.00",5,8,,
1,3,,"3,200.00",4,8,,
0,2,,"3,200.00",3,8,,
1,3,,"3,200.00",2,8,,
1,3,,"3,200.00",4,8,,
0,2,,"3,200.00",2,8,,
0,2,,"3,200.00",3,8,,
0,2,,"3,200.00",4,8,,
1,3,,"3,200.00",4,8,,
1,3,,"3,200.00",4,8,,
1,3,,"3,200.00",4,8,,
0,2,,"3,200.00",2,8,,
1,3,,"3,200.00",4,8,,
0,2,,"3,200.00",4,8,,
1,3,,"3,200.00",2,8,,
1,3,,"3,200.00",4,8,,
1,3,,"3,200.00",5,8,,
1,3,,"3,200.00",4,8,,
0,2,,"3,200.00",3,8,,
1,3,,"3,200.00",5,8,,
1,3,,"3,200.00",3,8,,
0,2,,"3,200.00",4,8,,
1,3,,"3,200.00",4,8,,
0,2,,"3,200.00",3,8,,
0,2,,"3,200.00",4,8,,
1,3,,"3,200.00",2,8,,
0,1,,"3,200.00",3,8,,
1,3,,"3,200.00",4,8,,
0,2,,"3,200.00",2,8,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",2,7,,
1,3,,"3,200.00",2,7,,
0,2,,"3,200.00",4,7,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",3,7,,
1,3,,"3,200.00",3,7,,
1,3,,"3,200.00",2,7,,
1,3,,"3,200.00",3,7,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",4,7,,
0,2,,"3,200.00",4,7,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",4,7,,
0,2,,"3,200.00",2,7,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",3,7,,
1,3,,"3,200.00",4,7,,
0,2,,"3,200.00",4,7,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",2,7,,
1,3,,"3,200.00",4,7,,
0,2,,"3,200.00",2,7,,
1,3,,"3,200.00",5,7,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",4,7,,
1,3,,"3,200.00",4,7,,
0,2,,"3,200.00",5,7,,
1,3,,"3,200.00",4,7,,
0,1,,"3,200.00",4,7,,
0,2,,"3,200.00",3,7,,
1,3,,"3,200.00",5,7,,
1,3,,"3,200.00",2,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",3,6,,
0,2,,"3,200.00",4,6,,
1,3,,"3,200.00",3,6,,
0,2,,"3,200.00",3,6,,
0,2,,"3,200.00",3,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",2,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",3,6,,
0,2,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",3,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",3,6,,
0,2,,"3,200.00",4,6,,
0,2,,"3,200.00",3,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",4,6,,
1,3,,"3,200.00",3,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",5,6,,
0,2,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",4,6,,
0,2,,"3,200.00",4,6,,
1,3,,"3,200.00",4,6,,
0,2,,"3,200.00",4,6,,
1,3,,"3,200.00",3,6,,
0,2,,"3,200.00",2,6,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
0,2,,"3,200.00",4,5,,
0,2,,"3,200.00",2,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",4,5,,
0,2,,"3,200.00",2,5,,
1,3,,"3,200.00",5,5,,
0,2,,"3,200.00",4,5,,
1,3,,"3,200.00",2,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",2,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",5,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",4,5,,
0,1,,"3,200.00",2,5,,
0,2,,"3,200.00",2,5,,
1,3,,"3,200.00",4,5,,
0,2,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
0,2,,"3,200.00",4,5,,
0,2,,"3,200.00",4,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",4,5,,
0,2,,"3,200.00",4,5,,
1,3,,"3,200.00",3,5,,
1,3,,"3,200.00",3,5,,
0,2,,"3,200.00",5,5,,
1,3,,"3,200.00",4,5,,
0,2,,"3,200.00",2,5,,
0,2,,"3,200.00",5,5,,
0,2,,"3,200.00",5,5,,
1,3,,"3,200.00",2,5,,
0,2,,"3,200.00",4,5,,
0,2,,"3,200.00",3,5,,
1,3,,"3,200.00",4,5,,
1,3,,"3,200.00",3,4,,
1,3,,"3,200.00",2,4,,
1,3,,"3,200.00",3,4,,
1,3,,"3,200.00",4,4,,
0,2,,"3,200.00",2,4,,
0,2,,"3,200.00",3,4,,
0,2,,"3,200.00",3,4,,
0,1,,"3,200.00",2,4,,
1,3,,"3,200.00",4,4,,
0,2,,"3,200.00",2,3,,
1,3,,"3,200.00",2,3,,
1,3,,"3,198.00",4,7,,
1,3,,"3,192.00",3,7,,
0,2,,"3,192.00",4,7,,
1,3,,"3,188.00",4,13,,
1,3,,"3,179.00",4,5,,
1,3,,"3,179.00",4,5,,
0,2,,"3,178.00",2,8,,
0,2,,"3,178.00",4,5,,
0,2,,"3,177.00",4,5,,
1,3,,"3,174.00",4,11,,
1,3,,"3,169.00",4,7,,
1,3,,"3,167.00",4,9,,
1,3,,"3,167.00",3,4,,
1,3,,"3,166.00",4,10,,
0,2,,"3,165.00",3,9,,
0,1,,"3,162.00",2,12,,
0,2,,"3,160.00",4,8,,
0,2,,"3,160.00",2,8,,
1,3,,"3,160.00",3,7,,
1,3,,"3,160.00",3,5,,
1,3,,"3,155.00",4,4,,
1,3,,"3,150.00",4,14,,
1,3,,"3,150.00",2,11,,
1,3,,"3,150.00",4,6,,
0,2,,"3,150.00",4,6,,
1,3,,"3,136.00",3,14,,
0,2,,"3,125.00",4,6,,
1,3,,"3,120.00",4,6,,
0,2,,"3,105.00",4,6,,
1,3,,"3,105.00",4,5,,
1,3,,"3,100.00",2,15,,
1,3,,"3,100.00",3,13,,
1,3,,"3,100.00",3,13,,
1,3,,"3,100.00",4,10,,
1,3,,"3,100.00",4,10,,
1,3,,"3,100.00",2,9,,
0,2,,"3,100.00",3,9,,
1,3,,"3,100.00",3,9,,
0,2,,"3,100.00",2,9,,
1,3,,"3,100.00",4,9,,
1,3,,"3,100.00",4,9,,
1,3,,"3,100.00",4,8,,
0,2,,"3,100.00",4,8,,
1,3,,"3,100.00",3,8,,
0,2,,"3,100.00",4,8,,
1,3,,"3,100.00",3,8,,
1,3,,"3,100.00",3,8,,
1,3,,"3,100.00",4,8,,
1,3,,"3,100.00",5,7,,
0,2,,"3,100.00",2,7,,
0,2,,"3,100.00",4,7,,
1,3,,"3,100.00",5,7,,
1,3,,"3,100.00",4,7,,
0,2,,"3,100.00",4,7,,
1,3,,"3,100.00",4,7,,
1,3,,"3,100.00",4,7,,
1,3,,"3,100.00",4,7,,
1,3,,"3,100.00",4,7,,
0,2,,"3,100.00",4,7,,
1,3,,"3,100.00",5,6,,
1,3,,"3,100.00",5,6,,
1,3,,"3,100.00",4,6,,
1,3,,"3,100.00",2,6,,
1,3,,"3,100.00",3,6,,
1,3,,"3,100.00",2,6,,
1,3,,"3,100.00",4,6,,
1,3,,"3,100.00",4,5,,
1,3,,"3,100.00",3,5,,
0,1,,"3,100.00",4,5,,
1,3,,"3,100.00",3,5,,
1,3,,"3,100.00",5,5,,
0,2,,"3,100.00",4,5,,
1,3,,"3,100.00",4,5,,
1,3,,"3,080.00",4,9,,
0,2,,"3,080.00",3,8,,
1,3,,"3,078.00",4,5,,
0,2,,"3,078.00",3,5,,
1,3,,"3,077.00",4,10,,
0,2,,"3,077.00",2,10,,
1,3,,"3,077.00",4,8,,
1,3,,"3,077.00",4,5,,
1,3,,"3,075.00",4,7,,
1,3,,"3,070.00",4,6,,
1,3,,"3,066.00",4,8,,
0,2,,"3,066.00",2,6,,
1,3,,"3,060.00",2,12,,
1,3,,"3,056.00",5,7,,
0,2,,"3,050.00",2,12,,
0,2,,"3,050.00",4,8,,
1,3,,"3,025.00",2,9,,
0,2,,"3,025.00",4,5,,
1,3,,"3,024.00",4,5,,
1,3,,"3,020.00",4,7,,
1,3,,"3,000.00",5,16,,
1,3,,"3,000.00",2,16,,
0,2,,"3,000.00",2,15,,
1,3,,"3,000.00",5,15,,
1,3,,"3,000.00",2,15,,
1,3,,"3,000.00",5,15,,
1,3,,"3,000.00",2,15,,
0,2,,"3,000.00",2,15,,
1,3,,"3,000.00",2,14,,
1,3,,"3,000.00",4,14,,
1,3,,"3,000.00",3,14,,
0,2,,"3,000.00",4,14,,
1,3,,"3,000.00",2,14,,
0,1,,"3,000.00",2,14,,
1,3,,"3,000.00",2,14,,
0,2,,"3,000.00",4,14,,
1,3,,"3,000.00",4,14,,
0,2,,"3,000.00",2,14,,
1,3,,"3,000.00",3,14,,
1,3,,"3,000.00",2,13,,
0,2,,"3,000.00",2,13,,
0,2,,"3,000.00",3,13,,
1,3,,"3,000.00",2,13,,
0,2,,"3,000.00",2,13,,
1,3,,"3,000.00",2,13,,
1,3,,"3,000.00",4,13,,
1,3,,"3,000.00",2,13,,
0,2,,"3,000.00",5,13,,
0,2,,"3,000.00",2,13,,
1,3,,"3,000.00",4,13,,
0,2,,"3,000.00",3,13,,
0,2,,"3,000.00",3,13,,
1,3,,"3,000.00",4,13,,
1,3,,"3,000.00",4,13,,
0,2,,"3,000.00",3,13,,
0,2,,"3,000.00",2,13,,
0,2,,"3,000.00",2,13,,
1,3,,"3,000.00",2,13,,
0,2,,"3,000.00",4,13,,
1,3,,"3,000.00",2,13,,
1,3,,"3,000.00",3,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",3,12,,
0,2,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
0,2,,"3,000.00",2,12,,
1,3,,"3,000.00",5,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",3,12,,
1,3,,"3,000.00",3,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",4,12,,
0,2,,"3,000.00",4,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
0,2,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",6,12,,
0,2,,"3,000.00",2,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",3,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",3,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",3,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",4,12,,
1,3,,"3,000.00",2,12,,
1,3,,"3,000.00",4,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",4,11,,
1,3,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
0,1,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
1,3,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
0,2,,"3,000.00",3,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",3,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",4,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",4,11,,
1,3,,"3,000.00",5,11,,
1,3,,"3,000.00",4,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",2,11,,
0,2,,"3,000.00",3,11,,
0,2,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
1,3,,"3,000.00",4,11,,
0,2,,"3,000.00",4,11,,
0,2,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
1,3,,"3,000.00",4,11,,
1,3,,"3,000.00",4,11,,
0,2,,"3,000.00",2,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",4,11,,
0,2,,"3,000.00",3,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",2,11,,
0,2,,"3,000.00",3,11,,
0,2,,"3,000.00",3,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",4,11,,
0,2,,"3,000.00",4,11,,
0,2,,"3,000.00",4,11,,
0,2,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
1,3,,"3,000.00",2,11,,
1,3,,"3,000.00",3,11,,
0,2,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
0,2,,"3,000.00",2,11,,
1,3,,"3,000.00",5,11,,
0,2,,"3,000.00",2,11,,
1,3,,"3,000.00",3,11,,
0,2,,"3,000.00",5,11,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",3,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
0,2,,"3,000.00",4,10,,
1,3,,"3,000.00",5,10,,
1,3,,"3,000.00",3,10,,
0,2,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
0,2,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
0,1,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
0,2,,"3,000.00",4,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",3,10,,
1,3,,"3,000.00",3,10,,
1,3,,"3,000.00",3,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",3,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",5,10,,
1,3,,"3,000.00",2,10,,
0,2,,"3,000.00",2,10,,
0,2,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",3,10,,
0,2,,"3,000.00",3,10,,
1,3,,"3,000.00",4,10,,
0,2,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",2,10,,
0,2,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
0,2,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",3,10,,
0,2,,"3,000.00",4,10,,
1,3,,"3,000.00",3,10,,
1,3,,"3,000.00",2,10,,
0,2,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",3,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",4,10,,
0,2,,"3,000.00",4,10,,
0,2,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",2,10,,
1,3,,"3,000.00",4,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",4,9,,
1,3,,"3,000.00",4,9,,
0,2,,"3,000.00",3,9,,
1,3,,"3,000.00",3,9,,
0,2,,"3,000.00",2,9,,
1,3,,"3,000.00",4,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",2,9,,
0,2,,"3,000.00",2,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",2,9,,
0,2,,"3,000.00",2,9,,
0,2,,"3,000.00",2,9,,
0,2,,"3,000.00",4,9,,
1,3,,"3,000.00",3,9,,
1,3,,"3,000.00",4,9,,
0,2,,"3,000.00",4,9,,
0,2,,"3,000.00",4,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",4,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",4,9,,
1,3,,"3,000.00",4,9,,
0,2,,"3,000.00",2,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",2,9,,
0,2,,"3,000.00",3,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",5,9,,
0,2,,"3,000.00",4,9,,
1,3,,"3,000.00",4,9,,
1,3,,"3,000.00",3,9,,
0,2,,"3,000.00",2,9,,
1,3,,"3,000.00",4,9,,
0,2,,"3,000.00",5,9,,
1,3,,"3,000.00",3,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",5,9,,
0,1,,"3,000.00",4,9,,
0,2,,"3,000.00",4,9,,
0,2,,"3,000.00",4,9,,
1,3,,"3,000.00",4,9,,
0,2,,"3,000.00",3,9,,
1,3,,"3,000.00",5,9,,
1,3,,"3,000.00",2,9,,
0,2,,"3,000.00",3,9,,
0,2,,"3,000.00",3,9,,
1,3,,"3,000.00",2,9,,
0,2,,"3,000.00",4,9,,
1,3,,"3,000.00",4,9,,
1,3,,"3,000.00",4,9,,
1,3,,"3,000.00",2,9,,
0,2,,"3,000.00",4,9,,
1,3,,"3,000.00",2,9,,
1,3,,"3,000.00",5,9,,
1,3,,"3,000.00",3,9,,
